character,ep_title,text
TYREE,A Private Little War,"I want more of these, Kirk."
TYREE,A Private Little War,Many more!
TYREE,A Private Little War,"Yutan, two of those who killed my wife have escaped."
TYREE,A Private Little War,Track them down.
TYREE,A Private Little War,I will kill them.
SCOTT,A Private Little War,"What happened, Captain?"
SCOTT,A Private Little War,"We can hide for a while, sir, but we may have to go out of orbit to keep it up for long."
SCOTT,A Private Little War,"Not necessarily, Captain."
SCOTT,A Private Little War,They have as much right to scientific missions here as we have.
SCOTT,A Private Little War,"True, but since this is a hands-off planet, how are you going to prove they're doing otherwise?"
SCOTT,A Private Little War,"On the other hand, a flintlock would be the first firearm the inhabitants would normally develop."
SCOTT,A Private Little War,"And were the Klingons behind it, why didn't they give them breechloaders?"
SCOTT,A Private Little War,"Bridge, Scott here."
SCOTT,A Private Little War,"Captain, we may have to break out of orbit any minute to keep out of their sight."
SCOTT,A Private Little War,We'd be out of communicator range with you.
SCOTT,A Private Little War,"(running in and dragging her away) What are you doing, woman?"
SCOTT,A Private Little War,Have you gone daft?
SCOTT,A Private Little War,What's this all about?
SCOTT,A Private Little War,"Entering distant orbit, sir."
SCOTT,A Private Little War,Approaching rendezvous time.
SCOTT,A Private Little War,"(losing his grin) I didn't get that exactly, Captain."
SCOTT,A Private Little War,A hundred what?
M'BENGA,A Private Little War,"(an African doctor, to Nurse Chapel) Vitalizer B."
M'BENGA,A Private Little War,"Not good, sir."
M'BENGA,A Private Little War,"We've no replacements for the damaged organs, sir."
M'BENGA,A Private Little War,"If he's going to live, his Vulcan physiology will have to do it for him."
M'BENGA,A Private Little War,Don't let these low panel readings bother you.
M'BENGA,A Private Little War,I've seen this before in Vulcans.
M'BENGA,A Private Little War,"It's their way of concentrating all their strength, blood, and antibodies onto the injured organs."
M'BENGA,A Private Little War,A form of self-induced hypnosis.
M'BENGA,A Private Little War,"Well, in a sense."
M'BENGA,A Private Little War,"He knows we're here and what we're saying, but he can't afford to take his mind from the tissue he's fighting to heal."
M'BENGA,A Private Little War,I suppose he even knows you were holding his hand.
M'BENGA,A Private Little War,(leaves)
M'BENGA,A Private Little War,Just as they should.
M'BENGA,A Private Little War,This is Doctor M'Benga.
M'BENGA,A Private Little War,There will be someone with you constantly now.
M'BENGA,A Private Little War,"When the time comes, I'll be called."
M'BENGA,A Private Little War,"(to Chapel) As soon as he shows any signs of consciousness, call me immediately."
M'BENGA,A Private Little War,"After you've called me, if he speaks, do whatever he says."
M'BENGA,A Private Little War,Yes.
M'BENGA,A Private Little War,"That's clear enough, isn't it?"
M'BENGA,A Private Little War,"Please, release her."
M'BENGA,A Private Little War,"As you saw, they must wait until the last possible moment then fight their way back to consciousness."
UHURA,A Private Little War,"All decks, Red Alert!"
UHURA,A Private Little War,"Battle stations, battle stations!"
UHURA,A Private Little War,Go to Red Alert!
UHURA,A Private Little War,"Uhura, sir."
UHURA,A Private Little War,We have a Klingon vessel on our screen.
UHURA,A Private Little War,"Make that definite, sir."
UHURA,A Private Little War,They're sending a routine message to their home base with no mention of us.
UHURA,A Private Little War,Yellow Alert.
UHURA,A Private Little War,All stations go to Yellow Alert.
UHURA,A Private Little War,"Message to Starbase, sir?"
UHURA,A Private Little War,"On Earth, about twelve, sir."
UHURA,A Private Little War,We've seen different development at rates on different planets.
UHURA,A Private Little War,Or old-style hand lasers?
UHURA,A Private Little War,"Aye, sir."
CHEKOV,A Private Little War,"Captain, we're holding the planet between us and the Klingons."
CHEKOV,A Private Little War,I don't think they've spotted us.
CHEKOV,A Private Little War,"I can try, Captain."
CHEKOV,A Private Little War,"And, sir, the fact Earth took twelve centuries doesn't mean they had to."
CHEKOV,A Private Little War,Or machine guns?
CHEKOV,A Private Little War,"They haven't spotted us yet, sir."
CHEKOV,A Private Little War,Looks like they're beaming someone aboard.
CHAPEL,A Private Little War,"Yes, sir."
CHAPEL,A Private Little War,You mean he's conscious?
CHAPEL,A Private Little War,A good nurse always treats her patients that way.
CHAPEL,A Private Little War,It proves she's interested.
CHAPEL,A Private Little War,The readings are beginning to fluctuate.
CHAPEL,A Private Little War,"Yes, Doctor."
CHAPEL,A Private Little War,Do whatever he says?
CHAPEL,A Private Little War,Yes?
CHAPEL,A Private Little War,Hit you?
CHAPEL,A Private Little War,No!
CHAPEL,A Private Little War,I can't
CHAPEL,A Private Little War,Leave me alone!
CHAPEL,A Private Little War,Mister Spock needs me!
CHAPEL,A Private Little War,Let go!
CHAPEL,A Private Little War,"Here, let me help you, Mister Spock."
CHAPEL,A Private Little War,"Yes, I see you are."
YUTAN,A Private Little War,Take him to the cave.
YUTAN,A Private Little War,I bring Tyree.
YUTAN,A Private Little War,Forgive me.
YUTAN,A Private Little War,There are strangers in our camp.
YUTAN,A Private Little War,One has taken the mugato bite.
YUTAN,A Private Little War,He dies.
YUTAN,A Private Little War,"It is said the dying one is a friend of Tyree, from long ago."
NONA,A Private Little War,"We must obtain the same firesticks, husband."
NONA,A Private Little War,You could be killing them instead.
NONA,A Private Little War,"We could take their houses, their goods."
NONA,A Private Little War,In time?
NONA,A Private Little War,They kill your people!
NONA,A Private Little War,I am a Kahn-ut-tu woman.
NONA,A Private Little War,"In all this land, how many are there?"
NONA,A Private Little War,Men seek us because through us they become great leaders.
NONA,A Private Little War,And I have spells that help me keep you.
NONA,A Private Little War,Remember this leaf?
NONA,A Private Little War,The night we camped by the water?
NONA,A Private Little War,"Oh, Tyree, did you really hate that madness?"
NONA,A Private Little War,"Only one lovely beast, Tyree, my huge, angry man."
NONA,A Private Little War,What is it?
NONA,A Private Little War,Strangers?
NONA,A Private Little War,That one.
NONA,A Private Little War,Bring him when his head clears.
NONA,A Private Little War,"The stranger, where is he?"
NONA,A Private Little War,"Tyree, you wish me to save him?"
NONA,A Private Little War,My remedies require I know what kind of man he is.
NONA,A Private Little War,All that is known of him.
NONA,A Private Little War,"And I am your wife, his sister."
NONA,A Private Little War,I promise silence also.
NONA,A Private Little War,Quickly!
NONA,A Private Little War,Or he dies.
NONA,A Private Little War,And I'm Tyree's woman.
NONA,A Private Little War,A mahko root.
NONA,A Private Little War,"For those who know where to find it, how to use it, how to pick it."
NONA,A Private Little War,Take this of my soul.
NONA,A Private Little War,This of my soul.
NONA,A Private Little War,Thine own.
NONA,A Private Little War,Into thine.
NONA,A Private Little War,Deeply.
NONA,A Private Little War,Together.
NONA,A Private Little War,Your pain is mine.
NONA,A Private Little War,All mine.
NONA,A Private Little War,"Your soul and mine, together!"
NONA,A Private Little War,Return.
NONA,A Private Little War,It is past.
NONA,A Private Little War,Return.
NONA,A Private Little War,Return!
NONA,A Private Little War,Our blood has passed through the mahko root together.
NONA,A Private Little War,Our souls have been together.
NONA,A Private Little War,He is mine now.
NONA,A Private Little War,"I am a kahn-ut-tu, Captain."
NONA,A Private Little War,I cured you.
NONA,A Private Little War,Good.
NONA,A Private Little War,It is past time to plan.
NONA,A Private Little War,And of things to be done.
NONA,A Private Little War,"I've seen them also, and I know you have many ways to make your friend Tyree a man of great importance."
NONA,A Private Little War,Tyree has told me much of you.
NONA,A Private Little War,Do not blame him.
NONA,A Private Little War,It was the price for saving your life.
NONA,A Private Little War,"From one of the lights in the sky, and you have ways as far above firesticks as the sky above our world."
NONA,A Private Little War,I will not if I am made to understand.
NONA,A Private Little War,Teach me.
NONA,A Private Little War,There's an old custom among my people.
NONA,A Private Little War,"When a woman saves a man's life, he is grateful."
NONA,A Private Little War,Some men never grow.
NONA,A Private Little War,You must let the villagers destroy us?
NONA,A Private Little War,You will not help your friend and brother kill them instead?
NONA,A Private Little War,We must fight or die!
NONA,A Private Little War,Is dying better?
NONA,A Private Little War,You would let him die when you have weapons to make him powerful and safe?
NONA,A Private Little War,Then he has the wrong friends.
NONA,A Private Little War,And I have the wrong husband.
NONA,A Private Little War,(leaves)
NONA,A Private Little War,You are here because I wished you here.
NONA,A Private Little War,Yes.
NONA,A Private Little War,They always believe they come of free will.
NONA,A Private Little War,Tyree thought the same when I cast my first spell on him.
NONA,A Private Little War,Can you smell this fragrance?
NONA,A Private Little War,Some find it pleasing.
NONA,A Private Little War,Again.
NONA,A Private Little War,Some find it soothing.
NONA,A Private Little War,Yes.
NONA,A Private Little War,Happy.
NONA,A Private Little War,Yes.
NONA,A Private Little War,You feel good.
NONA,A Private Little War,Kiss me.
NONA,A Private Little War,I bring you victory for Apella!
NONA,A Private Little War,Take me to him.
NONA,A Private Little War,He will have the strength to use this new weapon.
NONA,A Private Little War,"Touch me again, and this small box will kill you."
NONA,A Private Little War,This weapon I bring you is far greater than your firesticks.
KRELL,A Private Little War,"You are late, my friend Apella."
KRELL,A Private Little War,Give her to the man who killed the most of her people.
KRELL,A Private Little War,The others will see the profit in bravery.
KRELL,A Private Little War,I'll make a Klingon of you yet.
KRELL,A Private Little War,A way to shoot further and straighter.
KRELL,A Private Little War,It's quite simple.
KRELL,A Private Little War,I'll show you.
KRELL,A Private Little War,"You will be rich one day, Apella, beyond your dreams."
KRELL,A Private Little War,The leader of a whole world.
KRELL,A Private Little War,A governor in the Klingon Empire.
KRELL,A Private Little War,Guards!
KRELL,A Private Little War,Intruders!
APELLA,A Private Little War,A quarrel by my people.
APELLA,A Private Little War,A division of some skins and a hill woman taken this morning.
APELLA,A Private Little War,It's hard to divide one woman.
APELLA,A Private Little War,What?
APELLA,A Private Little War,Is it difficult to cut grooves into the barrels?
APELLA,A Private Little War,I thought my people would grow tired of killing.
APELLA,A Private Little War,But you were right.
APELLA,A Private Little War,They see that it is easier than trading and it has pleasures.
APELLA,A Private Little War,I feel it myself.
APELLA,A Private Little War,"Like the hunt, but with richer rewards."
KIRK,"The
Gamesters Of Triskelion","Ensign Chekov, Lieutenant Uhura, and I will
beam down and make a routine check of its facilities."
KIRK,"The
Gamesters Of Triskelion",Good.
KIRK,"The
Gamesters Of Triskelion","Mind the store, Mister Spock."
KIRK,"The
Gamesters Of Triskelion","Lieutenant Uhura, let's go."
KIRK,"The
Gamesters Of Triskelion","Energise, Scotty."
KIRK,"The
Gamesters Of Triskelion",It must be a transporter malfunction.
KIRK,"The
Gamesters Of Triskelion",This isn't Gamma Two.
KIRK,"The
Gamesters Of Triskelion",Look at the colour of that sky.
KIRK,"The
Gamesters Of Triskelion","(it's
green)"
KIRK,"The
Gamesters Of Triskelion",That's a trinary sun.
KIRK,"The
Gamesters Of Triskelion",That's what I'd like to know.
KIRK,"The
Gamesters Of Triskelion",Kirk to Enterprise.
KIRK,"The
Gamesters Of Triskelion","Kirk to
Enterprise."
KIRK,"The
Gamesters Of Triskelion",Dead.
KIRK,"The
Gamesters Of Triskelion",(People are approaching them.
KIRK,"The
Gamesters Of Triskelion","One big guy in a fur, with teeth that
hold his mouth open, another male with a knife, a female in pink
carrying a lance-like weapon, and another in silver with green hair.)"
KIRK,"The
Gamesters Of Triskelion",Phasers on stun.
KIRK,"The
Gamesters Of Triskelion",Fire.
KIRK,"The
Gamesters Of Triskelion",(nothing happens) Hand-to-hand.
